date,category,region,store_size,month,day_of_week,is_weekend,promotion,footfall,avg_basket,discount_pct,sales
2023-01-17,Groceries,Central,Large,1,1,0,0,130,11.34,10.6,1300.66
2023-01-18,Home & Garden,North,Large,1,2,0,1,102,11.91,11.8,1184.65
2023-01-19,Clothing,Central,Medium,1,3,0,1,37,10.01,0.6,503.31
2023-01-20,Sports,South,Small,1,4,0,1,6,9.77,15.5,190.25
2023-01-21,Electronics,East,Large,1,5,1,0,129,9.6,15.3,1070.1
2023-01-22,Sports,South,Small,1,6,1,1,34,9.05,14.0,427.43
2023-01-23,Clothing,North,Medium,1,0,0,0,37,9.43,17.7,274.36
2023-01-24,Sports,East,Large,1,1,0,1,63,10.22,5.2,751.45
2023-01-25,Clothing,Central,Large,1,2,0,0,44,10.92,19.5,378.61
2023-01-26,Groceries,West,Medium,1,3,0,0,94,10.9,10.4,970.3
2023-01-27,Clothing,West,Large,1,4,0,1,48,8.66,22.2,414.87
2023-01-28,Sports,Central,Small,1,5,1,0,23,10.69,21.2,204.11
2023-01-29,Sports,West,Large,1,6,1,0,48,9.1,15.4,409.67
2023-01-30,Sports,Central,Small,1,0,0,0,43,8.35,6.6,338.81
2023-01-31,Clothing,West,Small,1,1,0,1,38,10.91,29.6,422.76
2023-02-01,Clothing,South,Small,2,2,0,1,57,9.72,7.5,659.91
2023-02-02,Sports,West,Small,2,3,0,1,40,11.76,6.4,613.11
2023-02-03,Home & Garden,Central,Medium,2,4,0,0,83,9.13,22.8,595.87
2023-02-04,Electronics,West,Medium,2,5,1,0,95,10.74,8.0,1046.02
2023-02-05,Electronics,East,Medium,2,6,1,1,94,11.91,5.9,1239.39
2023-02-06,Clothing,Central,Large,2,0,0,1,99,8.89,2.2,1052.55
2023-02-07,Electronics,West,Medium,2,1,0,1,96,8.76,11.6,907.68
2023-02-08,Clothing,South,Small,2,2,0,1,81,9.52,18.0,680.72
2023-02-09,Groceries,South,Small,2,3,0,0,86,10.82,4.7,846.64
2023-02-10,Groceries,South,Small,2,4,0,0,43,13.43,10.3,487.86
2023-02-11,Sports,East,Medium,2,5,1,0,19,8.38,26.7,134.12
2023-02-12,Groceries,South,Medium,2,6,1,1,185,7.84,13.8,1423.73
2023-02-13,Sports,North,Large,2,0,0,1,78,8.64,20.8,667.29
2023-02-14,Electronics,East,Large,2,1,0,0,115,12.83,8.1,1259.31
2023-02-15,Electronics,Central,Large,2,2,0,1,103,10.94,14.5,1238.13
2023-02-16,Groceries,East,Small,2,3,0,0,65,13.3,13.9,689.35
2023-02-17,Electronics,East,Large,2,4,0,0,190,7.8,12.6,1418.91
2023-02-18,Clothing,East,Large,2,5,1,1,65,11.83,23.2,682.99
2023-02-19,Home & Garden,North,Large,2,6,1,1,204,8.14,14.0,1610.84
2023-02-20,Electronics,West,Small,2,0,0,1,91,8.41,18.0,723.0
2023-02-21,Sports,East,Medium,2,1,0,0,41,10.47,14.4,355.57
2023-02-22,Sports,West,Large,2,2,0,1,56,9.62,13.4,605.07
2023-02-23,Home & Garden,West,Large,2,3,0,0,49,10.5,3.6,518.87
2023-02-24,Groceries,Central,Large,2,4,0,0,220,11.49,1.6,2485.69
2023-02-25,Home & Garden,Central,Small,2,5,1,1,58,7.68,19.6,536.91
2023-02-26,Electronics,North,Medium,2,6,1,1,116,8.73,17.3,950.06
2023-02-27,Groceries,North,Large,2,0,0,1,151,10.71,7.7,1728.32
2023-02-28,Groceries,Central,Medium,2,1,0,0,71,9.82,0.7,729.36
2023-03-01,Home & Garden,South,Small,3,2,0,1,70,8.88,11.8,661.52
2023-03-02,Electronics,West,Medium,3,3,0,1,90,12.68,0.6,1115.13
2023-03-03,Sports,North,Small,3,4,0,0,42,10.83,6.0,452.1
2023-03-04,Clothing,North,Small,3,5,1,0,19,11.78,21.8,188.17
2023-03-05,Sports,West,Small,3,6,1,0,45,9.51,3.0,463.0
2023-03-06,Electronics,West,Large,3,0,0,0,92,10.86,29.8,736.37
2023-03-07,Clothing,North,Small,3,1,0,0,6,10.48,5.6,63.03
2023-03-08,Electronics,South,Medium,3,2,0,0,84,10.14,2.3,893.94
2023-03-09,Home & Garden,East,Large,3,3,0,0,148,9.84,14.1,1363.93
2023-03-10,Electronics,East,Small,3,4,0,0,87,8.08,0.9,769.29
2023-03-11,Electronics,West,Medium,3,5,1,0,100,9.37,23.0,778.98
2023-03-12,Groceries,Central,Large,3,6,1,1,132,9.8,14.9,1244.99
2023-03-13,Electronics,West,Medium,3,0,0,0,115,9.28,5.9,959.01
2023-03-14,Sports,East,Small,3,1,0,1,33,9.68,15.5,439.24
2023-03-15,Groceries,Central,Small,3,2,0,0,88,8.74,14.6,634.28
2023-03-16,Electronics,South,Large,3,3,0,1,145,11.26,9.5,1734.63
2023-03-17,Home & Garden,East,Small,3,4,0,0,56,12.03,11.7,577.54
2023-03-18,Groceries,North,Large,3,5,1,0,262,8.5,18.6,1963.42
2023-03-19,Home & Garden,East,Medium,3,6,1,1,86,12.15,16.8,885.09
2023-03-20,Electronics,North,Medium,3,0,0,1,103,9.17,22.9,796.57
2023-03-21,Sports,East,Small,3,1,0,0,35,11.64,16.2,370.35
2023-03-22,Clothing,South,Medium,3,2,0,0,69,12.39,11.7,746.07
2023-03-23,Clothing,West,Small,3,3,0,1,46,11.82,28.1,554.95
2023-03-24,Home & Garden,East,Large,3,4,0,0,104,8.97,19.1,788.84
2023-03-25,Clothing,East,Large,3,5,1,0,44,12.03,1.5,540.76
2023-03-26,Clothing,South,Small,3,6,1,0,60,8.4,29.3,355.52
2023-03-27,Electronics,North,Large,3,0,0,0,104,8.79,1.0,951.03
2023-03-28,Home & Garden,North,Small,3,1,0,1,30,8.4,22.4,385.27
2023-03-29,Clothing,Central,Medium,3,2,0,0,80,10.16,1.8,831.72
2023-03-30,Home & Garden,Central,Large,3,3,0,1,93,10.81,23.2,845.21
2023-03-31,Groceries,East,Medium,3,4,0,1,262,8.42,21.8,2008.0
2023-04-01,Clothing,North,Large,4,5,1,1,72,12.3,23.4,738.26
2023-04-02,Clothing,North,Large,4,6,1,1,101,10.99,20.0,1002.9
2023-04-03,Groceries,South,Small,4,0,0,1,99,11.38,23.4,1016.0
2023-04-04,Electronics,South,Medium,4,1,0,1,230,7.95,8.2,1875.21
2023-04-05,Clothing,West,Large,4,2,0,1,87,10.25,3.8,974.77
2023-04-06,Home & Garden,Central,Small,4,3,0,0,56,9.62,18.8,494.67
2023-04-07,Home & Garden,Central,Large,4,4,0,0,108,8.71,20.6,814.81
2023-04-08,Clothing,Central,Large,4,5,1,0,105,9.37,12.3,800.51
2023-04-09,Clothing,East,Medium,4,6,1,1,87,9.6,26.0,745.63
2023-04-10,Electronics,Central,Medium,4,0,0,0,103,10.35,21.9,822.25
2023-04-11,Clothing,South,Large,4,1,0,0,115,8.08,14.8,859.12
2023-04-12,Home & Garden,Central,Large,4,2,0,0,124,10.04,2.1,1179.6
2023-04-13,Clothing,East,Large,4,3,0,0,89,10.63,0.4,893.35
2023-04-14,Groceries,South,Large,4,4,0,0,415,8.74,6.1,3269.47
2023-04-15,Clothing,West,Large,4,5,1,1,91,11.39,10.0,943.34
2023-04-16,Sports,East,Medium,4,6,1,1,40,10.95,2.5,570.4
2023-04-17,Home & Garden,South,Medium,4,0,0,0,81,10.48,19.0,652.42
2023-04-18,Clothing,Central,Small,4,1,0,1,77,8.26,10.1,770.63
2023-04-19,Sports,South,Medium,4,2,0,1,66,10.67,5.6,719.42
2023-04-20,Home & Garden,East,Small,4,3,0,0,68,10.24,10.2,622.81
2023-04-21,Electronics,Central,Large,4,4,0,1,182,7.88,15.7,1452.14
2023-04-22,Electronics,East,Large,4,5,1,1,159,10.0,27.9,1185.63
2023-04-23,Clothing,South,Large,4,6,1,0,130,11.89,0.6,1431.26
2023-04-24,Groceries,Central,Small,4,0,0,0,104,11.3,10.0,1059.01
2023-04-25,Electronics,East,Small,4,1,0,0,95,9.47,11.6,745.76
2023-04-26,Electronics,West,Large,4,2,0,1,114,11.06,3.8,1457.36
2023-04-27,Home & Garden,East,Medium,4,3,0,1,166,8.76,18.6,1263.53
2023-04-28,Groceries,West,Large,4,4,0,0,194,9.24,17.7,1395.48
2023-04-29,Home & Garden,South,Medium,4,5,1,1,83,10.71,21.4,787.57
2023-04-30,Sports,West,Medium,4,6,1,1,28,11.6,7.5,515.54
2023-05-01,Electronics,East,Large,5,0,0,0,165,8.17,11.2,1289.19
2023-05-02,Sports,East,Large,5,1,0,0,112,8.83,14.3,853.51
2023-05-03,Groceries,North,Large,5,2,0,1,108,9.33,14.1,1100.39
2023-05-04,Electronics,North,Small,5,3,0,1,73,10.47,17.0,763.56
2023-05-05,Sports,South,Large,5,4,0,1,70,10.6,3.0,841.01
2023-05-06,Electronics,West,Medium,5,5,1,0,78,9.12,29.8,486.55
2023-05-07,Electronics,South,Large,5,6,1,0,111,10.22,21.0,954.57
2023-05-08,Groceries,East,Medium,5,0,0,0,122,11.16,27.6,1073.6
2023-05-09,Clothing,West,Medium,5,1,0,1,50,8.39,12.8,583.73
2023-05-10,Home & Garden,Central,Small,5,2,0,1,69,10.1,14.6,689.27
2023-05-11,Home & Garden,West,Small,5,3,0,0,56,11.94,15.0,559.6
2023-05-12,Clothing,South,Medium,5,4,0,0,75,9.12,2.3,640.89
2023-05-13,Home & Garden,South,Medium,5,5,1,0,69,9.65,0.9,622.95
2023-05-14,Electronics,East,Large,5,6,1,0,151,12.59,22.1,1380.06
2023-05-15,Clothing,North,Medium,5,0,0,0,55,11.15,16.7,521.1
2023-05-16,Electronics,North,Large,5,1,0,1,146,8.75,26.6,1037.78
2023-05-17,Electronics,West,Medium,5,2,0,1,94,8.36,25.4,703.56
2023-05-18,Clothing,West,Small,5,3,0,0,58,8.27,19.9,426.72
2023-05-19,Electronics,Central,Medium,5,4,0,0,117,8.79,11.0,956.39
2023-05-20,Groceries,South,Medium,5,5,1,0,137,10.25,17.8,1183.7
2023-05-21,Electronics,North,Medium,5,6,1,1,105,8.78,23.1,829.42
2023-05-22,Home & Garden,North,Medium,5,0,0,0,73,9.72,3.6,712.21
2023-05-23,Groceries,North,Small,5,1,0,1,105,7.57,28.5,787.29
2023-05-24,Groceries,East,Medium,5,2,0,0,144,10.82,29.8,1097.72
2023-05-25,Sports,Central,Large,5,3,0,1,76,9.45,13.7,749.43
2023-05-26,Sports,South,Small,5,4,0,1,40,10.3,26.4,451.54
2023-05-27,Home & Garden,North,Large,5,5,1,0,122,9.5,3.1,1073.94
2023-05-28,Clothing,West,Large,5,6,1,1,82,9.67,8.5,907.44
2023-05-29,Home & Garden,Central,Medium,5,0,0,0,82,11.75,29.4,703.19
2023-05-30,Electronics,East,Large,5,1,0,0,170,8.99,0.5,1546.17
2023-05-31,Home & Garden,East,Small,5,2,0,1,17,10.39,13.2,259.7
2023-06-01,Electronics,Central,Medium,6,3,0,0,113,8.69,6.5,885.68
2023-06-02,Clothing,West,Small,6,4,0,0,37,8.74,28.6,256.19
2023-06-03,Groceries,East,Large,6,5,1,0,162,9.72,26.6,1186.15
2023-06-04,Electronics,South,Medium,6,6,1,1,81,9.76,1.7,857.53
2023-06-05,Clothing,Central,Small,6,0,0,1,68,9.12,28.8,507.31
2023-06-06,Clothing,East,Large,6,1,0,0,65,9.62,0.3,652.81
2023-06-07,Home & Garden,South,Medium,6,2,0,1,83,9.92,24.8,783.79
2023-06-08,Sports,West,Medium,6,3,0,1,48,11.88,16.1,551.96
2023-06-09,Home & Garden,Central,Small,6,4,0,1,54,8.01,14.1,497.38
2023-06-10,Electronics,East,Small,6,5,1,0,77,8.66,22.9,505.05
2023-06-11,Clothing,Central,Small,6,6,1,0,29,11.37,0.1,323.37
2023-06-12,Electronics,East,Large,6,0,0,0,150,9.61,1.0,1377.13
2023-06-13,Clothing,North,Small,6,1,0,1,46,8.01,2.5,431.52
2023-06-14,Home & Garden,East,Large,6,2,0,0,72,10.34,5.5,721.64
2023-06-15,Electronics,South,Small,6,3,0,0,77,9.69,7.3,706.44
2023-06-16,Sports,South,Large,6,4,0,1,77,10.4,7.8,769.0
2023-06-17,Groceries,North,Medium,6,5,1,0,91,10.56,22.0,789.82
2023-06-18,Sports,West,Small,6,6,1,1,56,7.98,9.7,552.58
2023-06-19,Clothing,West,Small,6,0,0,0,36,10.71,22.1,336.37
2023-06-20,Groceries,East,Medium,6,1,0,0,127,7.6,20.2,855.96
2023-06-21,Sports,West,Small,6,2,0,0,31,10.1,5.0,302.4
2023-06-22,Electronics,Central,Medium,6,3,0,0,109,10.6,20.9,978.72
2023-06-23,Electronics,West,Small,6,4,0,1,79,10.28,28.7,681.73
2023-06-24,Electronics,East,Small,6,5,1,1,57,9.59,22.9,502.99
2023-06-25,Electronics,North,Medium,6,6,1,0,68,9.98,5.9,630.78
2023-06-26,Groceries,North,Large,6,0,0,0,238,8.42,27.2,1568.32
2023-06-27,Sports,South,Medium,6,1,0,0,34,13.3,2.0,422.37
2023-06-28,Home & Garden,East,Small,6,2,0,0,69,8.87,27.6,448.06
2023-06-29,Clothing,North,Large,6,3,0,0,92,9.38,9.2,808.56
2023-06-30,Clothing,East,Small,6,4,0,1,52,8.33,11.0,467.25
2023-07-01,Sports,East,Medium,7,5,1,0,27,8.09,27.6,173.64
2023-07-02,Home & Garden,South,Large,7,6,1,1,91,11.04,7.0,989.28
2023-07-03,Electronics,Central,Medium,7,0,0,0,102,9.76,1.1,927.05
2023-07-04,Electronics,South,Large,7,1,0,0,159,9.9,1.3,1439.63
2023-07-05,Sports,Central,Small,7,2,0,0,33,10.4,21.8,295.56
2023-07-06,Clothing,East,Small,7,3,0,0,42,9.89,4.1,372.12
2023-07-07,Groceries,South,Small,7,4,0,1,139,10.11,8.2,1485.15
2023-07-08,Sports,South,Medium,7,5,1,1,53,9.6,22.6,577.47
2023-07-09,Electronics,North,Medium,7,6,1,1,92,10.21,24.6,869.22
2023-07-10,Home & Garden,North,Large,7,0,0,0,85,8.06,4.0,706.75
2023-07-11,Groceries,North,Small,7,1,0,1,38,11.61,17.2,564.25
2023-07-12,Groceries,Central,Medium,7,2,0,1,137,8.2,16.7,1197.39
2023-07-13,Sports,North,Large,7,3,0,0,56,11.71,18.3,568.26
2023-07-14,Electronics,West,Medium,7,4,0,1,108,8.33,12.8,1026.42
2023-07-15,Electronics,Central,Medium,7,5,1,0,85,10.75,4.2,951.03
2023-07-16,Sports,North,Medium,7,6,1,1,48,8.39,21.8,400.1
2023-07-17,Clothing,South,Large,7,0,0,1,104,10.89,27.2,845.83
2023-07-18,Sports,Central,Medium,7,1,0,0,51,9.26,11.2,435.83
2023-07-19,Sports,South,Medium,7,2,0,0,21,9.98,18.7,197.58
2023-07-20,Clothing,Central,Large,7,3,0,1,116,8.47,25.0,950.11
2023-07-21,Sports,West,Small,7,4,0,1,41,10.02,22.1,353.42
2023-07-22,Clothing,East,Large,7,5,1,0,72,9.33,17.3,564.19
2023-07-23,Home & Garden,North,Small,7,6,1,1,53,8.66,25.5,472.4
2023-07-24,Home & Garden,South,Medium,7,0,0,0,84,10.83,26.2,620.24
2023-07-25,Electronics,East,Medium,7,1,0,1,96,9.25,1.0,987.67
2023-07-26,Groceries,West,Large,7,2,0,1,159,9.48,12.6,1428.86
2023-07-27,Home & Garden,South,Medium,7,3,0,0,55,11.24,15.4,575.56
2023-07-28,Sports,South,Large,7,4,0,0,69,8.45,0.1,644.79
2023-07-29,Electronics,East,Small,7,5,1,0,68,9.99,3.9,733.61
2023-07-30,Electronics,West,Small,7,6,1,0,46,10.31,10.6,463.65
2023-07-31,Home & Garden,West,Small,7,0,0,1,20,9.69,14.3,318.83
2023-08-01,Clothing,Central,Medium,8,1,0,0,32,8.95,6.2,304.52
2023-08-02,Clothing,North,Small,8,2,0,0,20,9.21,2.1,190.24
2023-08-03,Sports,South,Medium,8,3,0,1,38,9.57,16.5,397.26
2023-08-04,Clothing,West,Medium,8,4,0,0,30,9.93,3.0,328.74
2023-08-05,Home & Garden,Central,Small,8,5,1,0,45,9.6,12.9,370.86
2023-08-06,Sports,East,Medium,8,6,1,0,31,8.16,15.2,220.53
2023-08-07,Sports,East,Small,8,0,0,0,24,11.15,4.4,280.8
2023-08-08,Clothing,West,Medium,8,1,0,1,36,8.78,24.5,355.8
2023-08-09,Electronics,East,Small,8,2,0,1,56,8.89,7.4,639.4
2023-08-10,Clothing,West,Small,8,3,0,1,51,8.54,18.8,554.58
2023-08-11,Groceries,East,Large,8,4,0,1,165,9.58,12.0,1404.56
2023-08-12,Groceries,Central,Large,8,5,1,1,123,10.18,18.6,1168.16
2023-08-13,Clothing,East,Medium,8,6,1,1,52,11.61,17.8,592.64
2023-08-14,Clothing,South,Small,8,0,0,1,30,10.42,19.3,430.61
2023-08-15,Clothing,West,Large,8,1,0,1,42,9.27,1.2,485.8
2023-08-16,Clothing,West,Medium,8,2,0,0,18,12.08,24.3,167.94
2023-08-17,Groceries,North,Large,8,3,0,0,137,9.95,16.5,1257.53
2023-08-18,Electronics,East,Medium,8,4,0,0,97,8.08,1.7,862.04
2023-08-19,Home & Garden,South,Small,8,5,1,0,38,11.52,12.6,406.84
2023-08-20,Groceries,West,Small,8,6,1,1,48,10.77,27.1,585.59
2023-08-21,Electronics,North,Small,8,0,0,1,41,11.04,5.8,467.64
2023-08-22,Clothing,East,Medium,8,1,0,0,46,10.95,22.7,391.07
2023-08-23,Sports,North,Large,8,2,0,1,54,9.85,19.8,610.58
2023-08-24,Electronics,North,Large,8,3,0,0,123,9.73,6.7,1035.91
2023-08-25,Electronics,Central,Medium,8,4,0,0,43,10.77,28.5,350.64
2023-08-26,Electronics,North,Medium,8,5,1,0,55,10.42,27.3,470.98
2023-08-27,Electronics,West,Small,8,6,1,0,57,10.04,18.2,504.25
2023-08-28,Sports,West,Small,8,0,0,1,16,10.92,22.8,262.12
2023-08-29,Electronics,South,Small,8,1,0,0,30,12.57,20.1,299.28
2023-08-30,Home & Garden,North,Medium,8,2,0,0,21,12.82,10.7,233.52
2023-08-31,Electronics,East,Large,8,3,0,0,121,10.67,22.3,972.2
2023-09-01,Electronics,East,Medium,9,4,0,0,77,9.0,25.2,499.4
2023-09-02,Sports,West,Small,9,5,1,1,14,9.54,3.3,345.64
2023-09-03,Groceries,Central,Large,9,6,1,0,156,8.45,8.6,1300.8
2023-09-04,Electronics,West,Small,9,0,0,1,37,8.89,7.1,401.42
2023-09-05,Home & Garden,North,Small,9,1,0,1,47,8.25,16.3,503.14
2023-09-06,Clothing,West,Small,9,2,0,1,19,12.06,2.0,378.29
2023-09-07,Clothing,West,Large,9,3,0,0,33,8.6,1.6,283.96
2023-09-08,Home & Garden,East,Large,9,4,0,0,77,10.26,7.5,701.66
2023-09-09,Home & Garden,South,Large,9,5,1,0,77,12.43,0.6,924.82
2023-09-10,Home & Garden,South,Large,9,6,1,1,88,11.09,25.8,740.82
2023-09-11,Groceries,North,Large,9,0,0,1,51,11.21,10.8,553.39
2023-09-12,Sports,South,Medium,9,1,0,1,34,8.87,26.3,321.27
2023-09-13,Electronics,North,Large,9,2,0,0,93,10.76,26.3,753.56
2023-09-14,Home & Garden,West,Medium,9,3,0,0,50,9.08,0.4,502.12
2023-09-15,Groceries,North,Small,9,4,0,1,44,8.07,22.9,385.15
2023-09-16,Electronics,West,Small,9,5,1,1,32,10.1,18.9,367.55
2023-09-17,Home & Garden,East,Large,9,6,1,0,63,11.34,9.6,677.06
2023-09-18,Electronics,East,Large,9,0,0,1,47,11.31,13.3,681.51
2023-09-19,Clothing,East,Small,9,1,0,1,43,9.62,28.9,450.42
2023-09-20,Groceries,Central,Medium,9,2,0,1,147,8.41,10.2,1305.72
2023-09-21,Electronics,West,Medium,9,3,0,0,52,10.48,23.9,393.63
2023-09-22,Home & Garden,West,Large,9,4,0,1,58,9.92,6.0,694.38
2023-09-23,Sports,North,Small,9,5,1,0,23,10.15,9.5,222.24
2023-09-24,Groceries,North,Medium,9,6,1,0,97,9.33,7.7,895.76
2023-09-25,Sports,Central,Large,9,0,0,1,47,9.24,17.2,408.46
2023-09-26,Sports,North,Small,9,1,0,0,15,10.23,2.3,154.78
2023-09-27,Clothing,West,Medium,9,2,0,0,29,8.49,11.0,235.86
2023-09-28,Electronics,West,Medium,9,3,0,0,40,8.84,18.3,324.24
2023-09-29,Electronics,North,Small,9,4,0,0,41,9.13,15.4,334.65
2023-09-30,Sports,North,Medium,9,5,1,0,26,9.29,13.9,199.47
2023-10-01,Electronics,Central,Large,10,6,1,0,116,9.2,25.0,779.04
2023-10-02,Clothing,East,Small,10,0,0,0,34,8.7,14.8,277.94
2023-10-03,Electronics,North,Small,10,1,0,0,52,9.89,8.6,482.74
2023-10-04,Clothing,Central,Large,10,2,0,0,52,9.68,6.5,471.93
2023-10-05,Clothing,South,Small,10,3,0,1,34,10.84,14.7,504.38
2023-10-06,Sports,West,Small,10,4,0,1,25,9.0,29.8,345.0
2023-10-07,Groceries,East,Small,10,5,1,0,59,10.23,23.7,431.4
2023-10-08,Electronics,East,Large,10,6,1,1,91,9.26,22.7,826.54
2023-10-09,Electronics,Central,Large,10,0,0,0,100,8.98,15.5,800.07
2023-10-10,Electronics,West,Medium,10,1,0,0,39,9.6,20.9,319.66
2023-10-11,Electronics,North,Large,10,2,0,1,101,9.12,7.3,940.68
2023-10-12,Sports,North,Large,10,3,0,1,57,9.46,29.2,604.24
2023-10-13,Home & Garden,West,Large,10,4,0,0,29,11.13,11.7,287.67
2023-10-14,Clothing,South,Medium,10,5,1,0,8,11.67,26.4,76.69
2023-10-15,Home & Garden,West,Large,10,6,1,0,14,11.06,22.8,141.86
2023-10-16,Clothing,North,Large,10,0,0,0,60,8.62,18.1,419.03
2023-10-17,Sports,Central,Medium,10,1,0,0,25,9.2,19.3,210.44
2023-10-18,Sports,North,Medium,10,2,0,1,42,9.24,2.0,459.99
2023-10-19,Home & Garden,South,Medium,10,3,0,1,44,11.19,25.4,524.02
2023-10-20,Home & Garden,Central,Small,10,4,0,0,22,9.6,6.4,218.57
2023-10-21,Groceries,East,Small,10,5,1,0,93,8.62,3.3,816.13
2023-10-22,Groceries,North,Large,10,6,1,0,124,10.26,9.3,1110.49
2023-10-23,Sports,South,Medium,10,0,0,0,26,10.92,3.2,304.64
2023-10-24,Electronics,East,Large,10,1,0,1,98,11.15,28.4,989.76
2023-10-25,Groceries,West,Small,10,2,0,1,61,9.65,19.1,601.48
2023-10-26,Home & Garden,East,Small,10,3,0,0,37,9.63,16.6,278.07
2023-10-27,Electronics,East,Medium,10,4,0,1,57,11.27,0.0,821.46
2023-10-28,Electronics,East,Small,10,5,1,1,68,8.9,27.0,570.04
2023-10-29,Electronics,Central,Small,10,6,1,0,36,8.86,15.4,262.26
2023-10-30,Groceries,West,Medium,10,0,0,1,74,8.35,27.9,651.58
2023-10-31,Clothing,Central,Medium,10,1,0,0,15,11.84,19.7,139.12
2023-11-01,Home & Garden,East,Medium,11,2,0,0,45,12.23,3.8,509.08
2023-11-02,Electronics,Central,Small,11,3,0,0,46,9.24,20.8,352.87
2023-11-03,Groceries,South,Large,11,4,0,0,115,11.36,12.8,1102.91
2023-11-04,Home & Garden,Central,Small,11,5,1,1,40,10.66,13.0,541.95
2023-11-05,Electronics,East,Small,11,6,1,1,48,9.19,19.9,534.71
2023-11-06,Home & Garden,East,Medium,11,0,0,1,73,7.69,17.0,705.93
2023-11-07,Groceries,West,Large,11,1,0,1,106,9.4,17.2,1000.05
2023-11-08,Electronics,West,Large,11,2,0,1,80,12.01,22.6,782.16
2023-11-09,Clothing,West,Medium,11,3,0,0,36,10.22,0.1,392.02
2023-11-10,Clothing,North,Large,11,4,0,1,29,9.76,18.6,392.33
2023-11-11,Groceries,North,Large,11,5,1,0,86,9.21,6.9,764.63
2023-11-12,Clothing,Central,Medium,11,6,1,0,19,11.47,12.6,189.1
2023-11-13,Clothing,Central,Medium,11,0,0,1,46,9.95,1.5,672.35
2023-11-14,Groceries,West,Medium,11,1,0,0,71,11.48,6.2,820.79
2023-11-15,Groceries,West,Small,11,2,0,0,64,10.39,5.7,633.75
2023-11-16,Home & Garden,East,Medium,11,3,0,1,53,10.65,6.2,594.74
2023-11-17,Clothing,North,Small,11,4,0,0,28,9.88,23.9,229.99
2023-11-18,Groceries,South,Medium,11,5,1,1,88,9.94,22.4,818.78
2023-11-19,Home & Garden,West,Small,11,6,1,1,46,10.18,25.4,448.51
2023-11-20,Electronics,Central,Large,11,0,0,1,96,10.68,12.1,1139.11
2023-11-21,Home & Garden,Central,Small,11,1,0,1,27,11.39,1.2,418.25
2023-11-22,Clothing,North,Small,11,2,0,0,24,8.11,14.2,183.9
2023-11-23,Groceries,Central,Medium,11,3,0,1,42,9.85,5.4,539.44
2023-11-24,Electronics,West,Medium,11,4,0,0,69,9.8,9.1,659.39
2023-11-25,Electronics,South,Medium,11,5,1,1,43,8.37,23.9,442.38
2023-11-26,Sports,Central,Large,11,6,1,0,42,9.91,23.4,313.56
2023-11-27,Sports,South,Large,11,0,0,0,46,11.4,9.2,522.65
2023-11-28,Electronics,North,Small,11,1,0,0,21,10.22,5.3,228.55
2023-11-29,Clothing,South,Medium,11,2,0,0,48,8.51,13.0,378.44
2023-11-30,Clothing,North,Small,11,3,0,1,19,8.83,5.0,364.81
2023-12-01,Sports,West,Small,12,4,0,0,18,10.48,7.0,173.53
2023-12-02,Sports,Central,Medium,12,5,1,0,52,8.93,10.3,468.1
2023-12-03,Electronics,Central,Small,12,6,1,1,31,12.41,26.0,338.79
2023-12-04,Clothing,East,Small,12,0,0,0,50,11.2,29.0,382.22
2023-12-05,Home & Garden,East,Small,12,1,0,1,45,10.37,29.7,452.78
2023-12-06,Clothing,North,Small,12,2,0,1,45,8.81,9.2,547.22
2023-12-07,Electronics,Central,Medium,12,3,0,0,64,10.46,24.9,559.98
2023-12-08,Groceries,South,Large,12,4,0,0,101,11.16,16.4,910.55
2023-12-09,Sports,East,Small,12,5,1,0,19,11.06,19.5,195.53
2023-12-10,Sports,Central,Medium,12,6,1,0,27,10.69,23.3,212.77
2023-12-11,Groceries,North,Large,12,0,0,0,120,10.03,13.3,1033.62
2023-12-12,Clothing,West,Medium,12,1,0,0,24,10.0,0.7,235.47
2023-12-13,Groceries,West,Small,12,2,0,0,62,9.67,22.2,469.59
2023-12-14,Groceries,South,Small,12,3,0,0,69,8.59,10.0,597.98
2023-12-15,Clothing,Central,Large,12,4,0,1,56,9.7,17.6,628.6
2023-12-16,Clothing,East,Small,12,5,1,0,45,8.5,4.8,373.58
2023-12-17,Home & Garden,West,Small,12,6,1,1,46,8.55,5.1,518.37
2023-12-18,Electronics,Central,Medium,12,0,0,1,80,10.86,29.1,786.55
2023-12-19,Home & Garden,West,Large,12,1,0,1,62,9.72,4.4,725.61
2023-12-20,Home & Garden,South,Medium,12,2,0,0,28,9.05,8.5,229.17
2023-12-21,Clothing,West,Medium,12,3,0,0,32,10.13,2.5,297.93
2023-12-22,Clothing,West,Small,12,4,0,0,22,10.46,17.8,189.87
2023-12-23,Electronics,West,Large,12,5,1,0,119,7.77,15.7,846.94
2023-12-24,Electronics,East,Small,12,6,1,1,66,11.06,9.1,678.56
2023-12-25,Clothing,East,Small,12,0,0,0,32,12.23,25.2,280.16
2023-12-26,Groceries,East,Medium,12,1,0,0,99,9.21,15.3,851.15
2023-12-27,Home & Garden,North,Large,12,2,0,0,62,11.21,24.5,584.34
2023-12-28,Clothing,West,Medium,12,3,0,1,24,7.71,12.9,246.74
2023-12-29,Clothing,East,Medium,12,4,0,1,52,9.15,24.6,507.8
2023-12-30,Groceries,North,Large,12,5,1,0,157,11.01,1.9,1568.35
2023-12-31,Groceries,North,Large,12,6,1,1,139,10.03,0.8,1593.86
